player_id,name_first,name_last,hand,birthdate,country
144719,Jaume,Munar,R,1997-05-05,ESP
144750,Lloyd George Muirhead,Harris,R,1997-02-24,RSA
144895,Corentin,Moutet,L,1999-04-19,FRA
200000,Felix,Auger Aliassime,R,2000-08-08,CAN
200005,Ugo,Humbert,L,1998-06-26,FRA
200175,Miomir,Kecmanovic,R,1999-08-31,SRB
200221,Alejandro,Davidovich Fokina,R,1999-06-05,ESP
200282,Alex,De Minaur,R,1999-02-17,AUS
200615,Alexei,Popyrin,R,1999-08-05,AUS
206173,Jannik,Sinner,U,2001-08-16,ITA
